Plate information 
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,
1,1,,14.24,23.95,24.17,34.3,34.3,24.24,24.26,1,CTB_Ben_Optimised(1),0,0,De=1st Ex=Top Em=Top Wdw=N/A (14),0,12/11/2017 11:43:05 AM,

Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,CTB_Ben_Optimised,0,337,6,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

30653,29830,29821,29459,29549,28448,28569,30082,29571,29300,29329,29842,27092,29375,30114,29139,28513,28342,27965,28345,28734,29194,29637,29221,
30740,30414,29091,30334,28543,31032,29948,27632,28468,27359,1898,1894,29052,28695,27213,27835,27106,27097,28490,29091,27687,28004,29778,30578,
29152,29062,21886,9346,3898,16457,10558,19986,12942,11378,8756,13039,16897,3456,2997,5521,4422,20596,10662,3420,4726,4252,27569,30951,
30895,28054,4272,4059,5646,4862,7383,6380,11286,4006,8294,9291,9927,10495,6383,5009,17670,12855,15255,7740,10904,10963,28900,31560,
28300,28199,17426,7803,2960,16274,8880,22354,14809,13440,7557,13048,17692,2946,2960,4498,3683,19778,10545,3416,4444,3407,29077,30512,
29978,28258,3907,3849,5265,5205,7991,5661,10356,3986,7856,9037,10151,10377,6247,4906,14854,12668,15433,8323,9374,10416,28073,29044,
28463,28021,16242,8072,3100,12843,8708,18114,12982,12894,7830,11159,17572,2797,2908,4233,3607,20477,8895,3089,3493,3630,1854,29979,
29837,27497,4014,3936,5076,5535,7530,5756,8905,3401,6743,7961,9312,8137,5674,4365,16444,12550,15087,6989,10565,7784,1850,29524,
29411,28170,18691,10142,2949,11450,9696,16445,13035,10194,10340,13053,16823,2833,3154,3984,3571,16056,10301,3605,4186,3143,28254,29147,
28743,28204,3635,3596,5829,5341,7876,5321,10447,3415,7413,8364,9313,9300,6320,4899,16164,11079,15036,9846,10223,7767,29247,32047,
28664,27788,16260,2842,3222,4448,3764,19312,11022,2992,3741,3132,17264,8434,3270,12503,10150,16910,14019,12131,9814,14035,31076,30994,
29280,28927,12141,7751,6096,4656,15047,15076,15475,6507,8001,7868,3874,4418,5342,5119,8198,5538,8067,4046,7417,9532,29351,30577,
29395,28831,22595,2981,2913,4008,5289,22594,12764,3836,4344,3419,16996,11058,3325,15022,10910,21259,15602,14186,10890,16399,29447,30688,
28378,28290,12489,9428,7173,5147,16783,11917,16415,8050,12769,8791,4521,5139,6321,5813,10143,7031,11285,5157,9333,11693,30492,29273,
29999,29175,29048,29524,29175,30042,29457,32949,30134,32074,1847,1821,30855,32713,30889,30013,30163,31757,32767,30717,30557,30452,31141,30751,
28647,28994,29052,28601,31498,29958,32000,31254,30585,30741,28707,28675,30705,30288,30589,30428,32415,32452,31575,32007,28804,29339,29759,30772,


Basic assay information 
Assay ID: ,,,,14618
Assay Started: ,,,,12/11/2017 11:42:18 AM
Assay Finished: ,,,,12/11/2017 11:43:13 AM
Assay Exported: ,,,,12/11/2017 11:46:46 AM
Protocol ID: ,,,,100230
Protocol Name: ,,,,CTB_384_Ben
Serial#: ,,,,="1041071"



Protocol information
Protocol:
Protocol name,,,,CTB_384_Ben
Number of assay repeats,,,,1
Start assay repeat each,,,,N/A
Number of plate repeats,,,,1
Start plate repeat each,,,,N/A
Is label meas. height used,,,,Yes
Height of measurement,,,,Defined in label
Is gripper height used,,,,No
Mode of measurement,,,,By Rows  bi-directional
Rotated plate,,,,No
Soft move,,,,No
Protocol notes,,,, 

Plate type:
Name of the plate type,,,,384 Greiner Black Clear Bottom
Number of rows,,,,16
Number of columns,,,,24
Number of the wells in the plate,,,,384
Height of the plate,,,,14.19 mm

Coordinates of corners:
384 Greiner Black Clear Bottom + CTB_Ben_Optimised
12.09 mm x------------------------------------------------------ x 115.5 mm
9.18 mm                                                            9.14 mm

12.09 mm x------------------------------------------------------ x 115.44 mm
76.39 mm                                                           76.57 mm

Platemap:
Plate,,,,1
Group,,,,1

,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
B,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
C,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
D,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
E,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
F,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
G,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
H,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
I,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
J,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
K,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
